Vitesse,Pluie,Accident
"[35.61369655445505, 80.95075193586362, 98.57561641930538, 115.45628149877045, 98.24296194635784]","[0, 0, 0, 0, 0]",0
"[75.8200779813691, 91.04467709112434, 101.76937937068351, 99.04103679876022, 104.17253757223855]","[0, 0, 0, 0, 0]",0
"[146.90927032619368, 161.71693190607928, 158.86603205928375, 155.3326807152202, 150.7581498505765]","[1, 1, 1, 1, 1]",1
"[183.36736995562953, 192.75792154414646, 185.86424218239404, 178.03799391606472, 161.3667734250596]","[1, 1, 1, 1, 1]",1
"[113.57221953982113, 120.55629117072837, 122.4182902364317, 136.780419325244, 120.83985775130127]","[1, 1, 1, 1, 1]",1
"[26.95903919124365, 55.761764653795325, 84.51947059645536, 102.346081528431, 105.1211941105843]","[1, 1, 1, 1, 1]",0
"[98.17061790378234, 107.58652446681091, 107.06430390299316, 98.49140626199282, 105.19768579672457]","[1, 1, 1, 1, 1]",0
"[66.84422935856749, 87.17406200766592, 98.55303473990783, 97.49528279578243, 112.59470298595235]","[0, 0, 0, 0, 0]",1
"[107.77619080726642, 117.8965173689871, 105.50130553583423, 106.83845195745123, 124.82688816654998]","[0, 0, 0, 0, 0]",0
"[20.84132553287055, 72.7956532884986, 92.11698370632423, 111.57487237407496, 108.23763001158359]","[1, 1, 1, 1, 1]",1
"[102.74647171584917, 121.6192893478281, 140.6109861533722, 128.29651138226646, 119.0053879765185]","[1, 1, 1, 1, 1]",1
"[65.22052253671909, 89.52825276710418, 90.36376037481294, 103.58337654935795, 98.77702222536053]","[1, 1, 1, 1, 1]",0
"[100.79302244066808, 111.53646699415204, 93.12293468592895, 97.36485658764006, 109.8738413138307]","[0, 0, 0, 0, 0]",0
"[122.19870182156936, 133.2636775009011, 123.14127965360103, 108.461129548656, 119.97345156307723]","[0, 0, 0, 0, 0]",1
"[6.706424244334919, 43.16630230166746, 66.94570939968746, 88.64933452100978, 104.35532599884479]","[1, 1, 1, 1, 1]",0
"[108.80792732299855, 127.13369761600754, 131.16663066756342, 134.12342254667686, 149.07269757568042]","[1, 1, 1, 1, 1]",1
"[76.15249983408272, 90.2105371324317, 106.42185659955024, 101.50132427411187, 98.6572044357903]","[1, 1, 1, 1, 1]",1
"[69.37810946562688, 89.84622871817618, 109.12541934296418, 121.27927180916257, 124.80435202112932]","[1, 1, 1, 1, 1]",0
"[158.10276463236238, 144.34174836595463, 126.55410657159509, 106.84052309422977, 95.26035236620768]","[1, 1, 1, 1, 1]",1
"[195.8230555640391, 176.9899164164727, 194.27701518286923, 176.75357969231658, 194.98126141364526]","[1, 1, 1, 1, 1]",1
"[83.04817245167104, 94.23580530671629, 106.42830391139675, 112.86626684443249, 94.97802828218511]","[0, 0, 0, 0, 0]",0
"[83.22734316297525, 100.5060162059148, 112.0202928205328, 92.19323551625317, 101.77136964564521]","[1, 1, 1, 1, 1]",1
"[199.2394935123265, 185.73832363470254, 199.95314814718964, 183.54941900660933, 187.87547372928185]","[1, 1, 1, 1, 1]",1
"[75.26591596787267, 92.8304825308512, 110.63943835060853, 116.58699194758839, 129.24312430719215]","[1, 1, 1, 1, 1]",0
"[84.51631358511797, 100.73989310958, 119.70562244586066, 127.49794199537372, 109.14957481084227]","[0, 0, 0, 0, 0]",0
"[181.99966747652473, 172.7569001124668, 190.02539390367207, 190.90357210112626, 190.5306427643965]","[0, 0, 0, 0, 0]",0
"[70.65651425017859, 90.36746652112005, 102.64395509481876, 112.64830152872746, 107.37299993888294]","[1, 1, 1, 1, 1]",1
"[153.22684086577132, 151.61613071446362, 131.8245270856484, 139.95776169747515, 150.04293974428472]","[1, 1, 1, 1, 1]",1
"[125.63022027957254, 141.88054760586965, 143.37721369111836, 141.19111415801436, 123.29496721647955]","[0, 0, 0, 0, 0]",0
"[91.37397817586974, 98.78594802459125, 97.00513681855622, 115.22581899016514, 101.76123445468428]","[1, 1, 1, 1, 1]",0
"[196.76422682019228, 195.45534435148954, 194.27203207968677, 179.67440064497208, 174.46880850786908]","[1, 1, 1, 1, 1]",1
"[160.92713355331614, 166.59146457858685, 160.0408439617593, 159.09508638790987, 152.39786521889593]","[0, 0, 0, 0, 0]",0
"[185.82185585372105, 181.86268371351113, 189.08724951773124, 194.54313777955497, 186.5312591569233]","[1, 1, 1, 1, 1]",1
"[12.021277030087884, 36.306368867535646, 63.440481990877096, 86.85905775525892, 103.85228715646193]","[1, 1, 1, 1, 1]",1
"[179.50221006191612, 166.89989011889108, 147.28321496824233, 159.75723101340122, 167.2911893007166]","[0, 0, 0, 0, 0]",0
"[149.97303556213458, 141.07997856547337, 156.06080895313823, 142.72691707317054, 129.01357862422856]","[1, 1, 1, 1, 1]",1
"[193.01822339098695, 180.6922521190233, 182.39040672852792, 192.98647461999963, 192.72843065422703]","[1, 1, 1, 1, 1]",1
"[5.7002421801346514, 87.9298530727907, 93.0823372654143, 91.99149434801149, 93.16144855607378]","[0, 0, 0, 0, 0]",0
"[0.37946332786362724, 80.03914221765055, 99.11439259504714, 108.35926026045844, 96.06090287048515]","[1, 1, 1, 1, 1]",1
"[94.10765776815815, 112.7284540147592, 100.29762299715243, 96.93006833017596, 102.55785224859387]","[1, 1, 1, 1, 1]",0
"[155.38319684325813, 147.31083776693723, 136.49098061604036, 131.97004011265213, 150.22406629103492]","[0, 0, 0, 0, 0]",1
"[35.76383986505669, 85.91016856766143, 95.96820445688145, 106.75236579706578, 111.23107955648666]","[1, 1, 1, 1, 1]",1
"[12.345226647768715, 48.290069630143044, 83.40563909980095, 94.13204959780282, 107.31238618084714]","[0, 0, 0, 0, 0]",0
"[49.187625117326526, 81.7776008846709, 96.30186410636784, 100.26585430245339, 117.96127565271141]","[1, 1, 1, 1, 1]",1
"[194.49152133699235, 190.2513332585786, 172.18271106458332, 170.41427853237084, 151.5079285634425]","[0, 0, 0, 0, 0]",0
"[17.581164122746817, 72.4803612053949, 90.33475139112005, 109.47261943202754, 94.01224087174472]","[1, 1, 1, 1, 1]",0
"[158.89570843350097, 168.82701360678715, 175.72767632069224, 157.09380608470084, 140.26288412599865]","[0, 0, 0, 0, 0]",0
"[108.88177747567491, 111.26616440206975, 125.1734328309378, 137.85065717940407, 151.7246604525165]","[0, 0, 0, 0, 0]",1
"[147.04874481883687, 132.3613166976896, 119.79475805594754, 135.49326983906576, 148.6527131789067]","[0, 0, 0, 0, 0]",1
"[15.813449794956158, 52.370591538806075, 83.59553653581612, 94.60108901041193, 96.77366519023863]","[1, 1, 1, 1, 1]",1
"[5.881446578069127, 52.90060933750154, 80.59013061612922, 98.561275451005, 97.58089042753039]","[1, 1, 1, 1, 1]",0
"[194.0279187198209, 190.0212125620742, 177.48960133147165, 174.51455202706384, 155.68981963676174]","[1, 1, 1, 1, 1]",1
"[29.931601510031626, 54.34157434276453, 82.78050681815864, 99.88096091893014, 108.17439630772542]","[1, 1, 1, 1, 1]",1
"[99.61887140275647, 118.47505945212446, 115.18193066846975, 121.06093282190187, 103.9709940869203]","[1, 1, 1, 1, 1]",1
"[112.29193446358346, 100.14726146075652, 91.08032520851206, 94.03273243420195, 103.4450369384331]","[0, 0, 0, 0, 0]",0
"[122.47868134495556, 134.95536266668324, 115.20030363483285, 99.4059661888295, 108.02521365364174]","[0, 0, 0, 0, 0]",1
"[19.64241858155873, 69.50339501179377, 89.98498658652622, 92.9154254598856, 109.76672041443376]","[0, 0, 0, 0, 0]",0
"[7.492356611610318, 68.63050924728513, 89.32041288677675, 104.56628560610909, 112.41833797603506]","[0, 0, 0, 0, 0]",0
"[61.82955488618958, 89.904498510481, 96.99602688110717, 91.99517834979946, 105.96573100758872]","[0, 0, 0, 0, 0]",0
"[44.35268136048596, 87.10194086450042, 94.5425098205652, 110.53924716366676, 112.01510523781656]","[0, 0, 0, 0, 0]",0
"[160.77744178614023, 178.04361789433113, 189.58161642298634, 196.74960549099262, 190.20404838769397]","[1, 1, 1, 1, 1]",1
"[3.1455065908433166, 62.19685236853892, 85.15040465333257, 92.12351632978579, 96.08646216099596]","[1, 1, 1, 1, 1]",0
"[58.16475153023393, 86.71610543662679, 105.37863400043851, 116.41769082894544, 103.39622641903705]","[1, 1, 1, 1, 1]",1
"[69.03386306439101, 89.4020899286359, 99.66740862215825, 109.57567296604131, 107.44437107594501]","[1, 1, 1, 1, 1]",1
"[189.24815380167502, 171.27147225622545, 161.00752896535573, 158.26311153853965, 143.75401827839482]","[0, 0, 0, 0, 0]",1
"[122.94251947787302, 128.10195899110613, 122.06172796180616, 130.67298638314992, 112.69684399831874]","[1, 1, 1, 1, 1]",1
"[63.075817426154046, 88.62155995608515, 91.78994698203573, 100.79930236947928, 99.4029005776321]","[0, 0, 0, 0, 0]",0
"[22.62664444870952, 80.70783861719252, 99.20467925636865, 97.70756610736449, 115.58281226367507]","[1, 1, 1, 1, 1]",1
"[73.16202292271115, 92.99562977271492, 108.90731120088259, 103.88242283827175, 93.60509366469967]","[1, 1, 1, 1, 1]",1
"[39.58599983973512, 67.51972940690808, 89.43962739668584, 94.75630693761498, 99.86016448673388]","[1, 1, 1, 1, 1]",1
"[47.73739530865324, 89.02096653483513, 108.12147812485122, 93.50641847152019, 96.15803711280928]","[0, 0, 0, 0, 0]",0
"[73.64454053750578, 90.27956197976644, 93.38767430549467, 113.14234662772873, 123.7921493331235]","[0, 0, 0, 0, 0]",0
"[162.01275782635938, 178.96215238435508, 166.39399461360915, 171.81282088714215, 170.72118533413052]","[1, 1, 1, 1, 1]",1
"[7.581415246082135, 66.89779933453259, 89.94640757948527, 108.41489323442813, 103.73317238449198]","[1, 1, 1, 1, 1]",0
"[12.620101624683855, 49.24148196003405, 74.62049811818838, 91.4636286523234, 102.34587427200037]","[0, 0, 0, 0, 0]",0
"[145.57654665185723, 143.26691069953034, 150.60753888451075, 134.54519800481108, 126.52285037112568]","[1, 1, 1, 1, 1]",1
"[120.23978162968972, 116.25055190541866, 117.49124388311438, 118.74064471496683, 102.32463889100347]","[1, 1, 1, 1, 1]",0
"[89.38345893458848, 96.4997147201093, 91.85368424050195, 95.14057117204501, 105.03976968168142]","[0, 0, 0, 0, 0]",0
"[146.77045199247092, 166.15110185964795, 158.04454871106665, 160.45537519251513, 168.9854884034208]","[0, 0, 0, 0, 0]",0
"[175.5768319714399, 186.5379424740957, 168.2950659397232, 188.07199500046286, 179.06582354761082]","[0, 0, 0, 0, 0]",1
"[21.806935019001905, 60.98851547271609, 87.66560434043762, 91.92769578356479, 108.63803218052851]","[0, 0, 0, 0, 0]",0
"[107.83808835873583, 118.05395625584666, 127.88479680637924, 134.5655587834108, 126.8286914789289]","[1, 1, 1, 1, 1]",1
"[110.06854350133565, 121.85396722573607, 115.89670465500615, 123.34356939865856, 125.24477612602429]","[0, 0, 0, 0, 0]",0
"[158.53310565615087, 145.02727203831577, 164.31592262580943, 166.76249966356343, 162.43332359173996]","[1, 1, 1, 1, 1]",0
"[172.18536314682234, 156.25182885521278, 164.2581419973418, 164.44510654492925, 178.2889552896907]","[1, 1, 1, 1, 1]",1
"[35.3582750572883, 80.53842349444699, 93.11225884072874, 100.35414984921798, 107.66863803564064]","[1, 1, 1, 1, 1]",0
"[80.35181443774458, 98.2594559387318, 117.81406589083579, 134.0738010854617, 123.617021399792]","[1, 1, 1, 1, 1]",1
"[34.50232190629803, 74.88261934384667, 92.38128497685865, 108.31350502485353, 102.01671601075645]","[0, 0, 0, 0, 0]",0
"[86.47878392121106, 101.19739003195832, 95.05500845435867, 108.25503718986872, 127.82895310919898]","[0, 0, 0, 0, 0]",0
"[61.819275796244135, 83.53338735734755, 92.15057050209737, 105.82782193908628, 112.36282460478756]","[1, 1, 1, 1, 1]",0
"[158.8668950988083, 168.19348953087496, 150.69833759036865, 136.62874989093723, 149.78609057973816]","[0, 0, 0, 0, 0]",1
"[100.78840777263649, 105.35991764910035, 95.33461736947214, 113.78545522924644, 122.90552993396265]","[1, 1, 1, 1, 1]",1
"[162.90758019012065, 173.60655987598153, 180.75270310607635, 189.19729991920002, 172.4112150613685]","[0, 0, 0, 0, 0]",0
"[19.70742579170579, 73.2391908174361, 90.82309820792085, 102.92823580365408, 122.42633121869517]","[1, 1, 1, 1, 1]",1
"[162.05598987550007, 152.06846894117177, 143.605345995664, 155.00641077228963, 166.83621021388777]","[1, 1, 1, 1, 1]",1
"[22.844703775541262, 74.75990110920687, 91.45077493218213, 104.71478266900297, 107.48455557707084]","[1, 1, 1, 1, 1]",0
"[20.750638840223743, 88.37093719019099, 97.19902959920049, 109.14147237211023, 120.92418522583152]","[0, 0, 0, 0, 0]",0
"[130.23496559361297, 149.32169473392972, 130.57643949274447, 111.80712401411984, 107.39223377057004]","[0, 0, 0, 0, 0]",0
"[78.281813553372, 95.03673616981277, 94.09254294040606, 107.81874854922592, 102.45534846484695]","[1, 1, 1, 1, 1]",1
"[147.72312634452857, 156.5489592600053, 142.35454538896994, 153.79328683029252, 146.06371914036944]","[0, 0, 0, 0, 0]",1
"[88.66272519118463, 98.4994775428532, 103.07626474856382, 115.0993659400954, 107.28455978980557]","[0, 0, 0, 0, 0]",0
"[110.328350730509, 127.25061383781954, 124.17049135192235, 121.10695532282436, 124.79369168365119]","[0, 0, 0, 0, 0]",0
"[174.86013712806343, 190.94197570977917, 179.66131279612034, 172.25351642224956, 157.18441075357651]","[0, 0, 0, 0, 0]",1
"[83.68429998994115, 96.92779975181767, 100.59487478973485, 96.69266533416435, 96.83670822676987]","[0, 0, 0, 0, 0]",0
"[25.727815029656153, 89.9660895301235, 90.5299549827068, 106.3102617848788, 117.35992409205244]","[0, 0, 0, 0, 0]",0
"[55.8313469757916, 86.84487885332138, 98.81900283279235, 114.75969664613777, 117.84803181680667]","[1, 1, 1, 1, 1]",1
"[2.9391414568442187, 51.72049575590805, 78.87189157064321, 93.28836928663627, 101.49847018070724]","[1, 1, 1, 1, 1]",1
"[48.4047989940652, 79.38599735067525, 97.01031640160272, 108.28756434967183, 104.45031799826113]","[1, 1, 1, 1, 1]",0
"[100.01446037766316, 110.56432976079637, 109.65899330864295, 116.38438657846652, 106.63372199640747]","[0, 0, 0, 0, 0]",0
"[159.0875777529208, 157.55577744581672, 146.5165313981579, 157.39220405638017, 158.26771860052222]","[0, 0, 0, 0, 0]",0
"[49.013013733001266, 84.58052076055446, 102.67283422419467, 114.50611854354419, 95.53495765123262]","[0, 0, 0, 0, 0]",0
"[85.23625993542336, 98.35130453485887, 111.19190875464362, 105.02195908114336, 117.95074639619838]","[1, 1, 1, 1, 1]",1
"[48.932862237502064, 79.11018577895558, 97.980114898423, 98.74023763689881, 92.20270314140134]","[1, 1, 1, 1, 1]",0
"[176.0165038583094, 167.68945119500833, 172.21629732481148, 166.01448674260246, 169.60267914580666]","[1, 1, 1, 1, 1]",1
"[111.18446329326324, 94.61776966040767, 108.06096684615619, 109.30340517041665, 112.15815176897486]","[0, 0, 0, 0, 0]",0
"[133.02364651545238, 126.99373090830277, 136.73442045289696, 146.76447965379475, 139.18035690290074]","[0, 0, 0, 0, 0]",0
"[152.90041177952773, 140.88163458135193, 123.49103818610013, 104.28537014337574, 116.77692427318956]","[0, 0, 0, 0, 0]",0
"[11.975669445349336, 67.80923985671392, 88.84047708315289, 107.89580130561515, 100.93476122564421]","[1, 1, 1, 1, 1]",1
"[152.27055269389808, 153.01510793778343, 138.54751333809602, 145.73870475588066, 161.77237677152362]","[0, 0, 0, 0, 0]",0
"[141.00258470835848, 154.1763626440352, 174.07943917195746, 179.95900477960515, 197.4190400953092]","[1, 1, 1, 1, 1]",1
"[177.61366624743295, 178.63731952270624, 173.21095803295623, 168.38231021566702, 164.17760255979246]","[0, 0, 0, 0, 0]",0
"[28.82539277416154, 74.66751093360027, 92.1160096065798, 105.78124875997648, 102.84370719052747]","[1, 1, 1, 1, 1]",1
"[30.39359740412344, 71.00287046564291, 90.21698614625633, 93.23839888066877, 102.98982134749942]","[1, 1, 1, 1, 1]",1
"[36.36926343378413, 59.100265785149986, 83.4902205304669, 102.28464721114429, 118.49030419269056]","[0, 0, 0, 0, 0]",0
"[5.10782158298797, 29.084864637917377, 52.1682966430922, 76.8020275865419, 94.23598442398365]","[0, 0, 0, 0, 0]",0
"[55.23409743817249, 83.75524687320947, 101.8799798047109, 97.43015068126871, 110.21209824917804]","[0, 0, 0, 0, 0]",0
"[118.38292630716978, 136.8061748516302, 119.06148344584201, 105.42818113284352, 107.95760875131332]","[1, 1, 1, 1, 1]",1
"[169.19945374376815, 161.45632305716575, 157.97577455598983, 140.9013930188835, 157.04692309831847]","[1, 1, 1, 1, 1]",1
"[87.96263734105823, 98.77664805209875, 96.82494845369632, 103.88207071120041, 118.92623963920796]","[1, 1, 1, 1, 1]",0
"[195.55573910069225, 177.06771056480875, 187.73679627159868, 199.233658473194, 197.1395614900358]","[1, 1, 1, 1, 1]",1
"[52.684526093258356, 75.83461447796188, 91.57541213784874, 103.22893407968526, 119.55121371508817]","[1, 1, 1, 1, 1]",1
"[3.8168568205064535, 39.674307123441366, 85.59530053438291, 97.21819330856658, 99.14829492767649]","[0, 0, 0, 0, 0]",0
"[43.95681854216657, 83.7648737047364, 98.02026966839189, 117.29084631161078, 136.49460665459134]","[1, 1, 1, 1, 1]",1
"[73.15626647579896, 91.37996516760455, 94.22193267569531, 101.10617421307329, 97.88132373790445]","[1, 1, 1, 1, 1]",0
"[120.22083289896044, 125.5536563753757, 142.4978021464842, 147.5788309674555, 149.00934101910866]","[0, 0, 0, 0, 0]",0
"[109.59179704137804, 106.58329765155453, 94.60922896106533, 97.86492159537538, 97.07325270973737]","[1, 1, 1, 1, 1]",0
"[24.300591970385852, 56.03895979251011, 88.42498261587411, 99.2507259340747, 99.02082829653796]","[1, 1, 1, 1, 1]",1
"[66.76382063458695, 89.24918461784016, 90.63873439306843, 96.39921404609925, 112.30827903469006]","[1, 1, 1, 1, 1]",1
"[86.31187923190772, 97.7532505138257, 116.87995298163128, 110.24142959844065, 118.08859222697807]","[0, 0, 0, 0, 0]",0
"[68.98846702151822, 89.51508464442779, 94.51869412890957, 102.66618435542622, 108.47331781444294]","[1, 1, 1, 1, 1]",1
"[161.4949918670111, 166.20562451372376, 172.83726538839852, 160.8293970089699, 154.59405577787115]","[0, 0, 0, 0, 0]",0
"[132.21826095841712, 149.50735543903548, 132.28568372860366, 113.38936466617147, 131.1645065966586]","[0, 0, 0, 0, 0]",1
"[165.816131806031, 160.45847805209775, 180.3087886605275, 190.5556967219079, 191.7709835428748]","[0, 0, 0, 0, 0]",0
"[161.4562668187666, 174.4606247058794, 183.06261150907565, 196.3925401875826, 196.35468172168277]","[1, 1, 1, 1, 1]",1
"[109.869579543843, 100.07134968958738, 95.22439363743902, 104.62066023252856, 96.61748167102935]","[1, 1, 1, 1, 1]",0
"[83.71059098367431, 103.58967222298317, 104.48407982799434, 115.01762416632462, 103.22499819527178]","[1, 1, 1, 1, 1]",1
"[86.34965065399503, 92.72655900119982, 108.9460040723259, 94.68794251283985, 98.37106745411168]","[1, 1, 1, 1, 1]",1
"[46.79939182135966, 75.19007180263895, 95.17790814073078, 101.67135843106179, 114.01462423363998]","[1, 1, 1, 1, 1]",0
"[46.92384532231875, 69.51061104021761, 89.98347366108551, 95.94732923804978, 106.55648769198194]","[1, 1, 1, 1, 1]",1
"[3.127847813843365, 59.20616020322701, 79.55566897120086, 99.03226884627051, 96.79372226023239]","[0, 0, 0, 0, 0]",0
"[79.42097617019795, 94.27509947973755, 104.83177221356165, 107.01723606075973, 96.5292112516586]","[1, 1, 1, 1, 1]",0
"[26.945840082746585, 53.52946546532845, 88.87236666911367, 108.3809440326947, 107.17633036400676]","[1, 1, 1, 1, 1]",1
"[105.96465683635756, 125.79112457853321, 113.22934683657743, 129.62349504415707, 128.1031272548509]","[1, 1, 1, 1, 1]",1
"[169.58038472303394, 157.6081751896946, 152.6650972334567, 155.87527639362347, 150.96129335922006]","[0, 0, 0, 0, 0]",0
"[4.540211577864017, 68.66252073605511, 88.74823093367975, 108.15872713232909, 93.72238544701985]","[0, 0, 0, 0, 0]",0
"[78.6062309085578, 92.77010666823587, 93.01570074297713, 96.991042931379, 96.87669807736576]","[1, 1, 1, 1, 1]",0
"[22.800937876743397, 75.93073640531789, 92.98421392012101, 109.1069012052717, 121.5791930091843]","[0, 0, 0, 0, 0]",0
"[137.14543925144872, 146.7953504804908, 159.7632293959234, 149.4284196890857, 149.964188792879]","[0, 0, 0, 0, 0]",0
"[110.71633545999899, 97.65226383581326, 112.31483889361448, 104.92493969101533, 111.80493416573876]","[0, 0, 0, 0, 0]",0
"[81.67719345822637, 100.5083278606368, 106.76752188005004, 100.10204941467342, 118.527042525566]","[0, 0, 0, 0, 0]",0
"[113.77566533937188, 93.87757380758879, 90.34191741456593, 102.43234745181122, 105.96011701778964]","[1, 1, 1, 1, 1]",1
"[23.311761345995443, 68.54206275480016, 89.21230546853896, 101.67860829355273, 103.99389643842264]","[1, 1, 1, 1, 1]",0
"[90.8545561254225, 92.33345184415761, 105.35773708169955, 113.17983115751655, 97.37980407642199]","[1, 1, 1, 1, 1]",0
"[154.5392477724218, 163.4541813824651, 158.0964132714205, 175.54664517451903, 179.7392600969156]","[0, 0, 0, 0, 0]",1
"[60.80953723761176, 83.05044638555331, 96.2856198177428, 103.85903306429707, 109.82150591236218]","[1, 1, 1, 1, 1]",1
"[67.53351461965518, 88.0479432723714, 94.87482955661673, 104.34622114820978, 111.01187664698519]","[1, 1, 1, 1, 1]",0
"[68.57891239045561, 88.86091550532709, 90.03404661881396, 92.86389668054228, 100.82776926272035]","[0, 0, 0, 0, 0]",0
"[4.640687603194649, 71.45812638118684, 90.41855177767708, 108.98457468856505, 106.41730875497402]","[0, 0, 0, 0, 0]",0
"[181.2894548526022, 190.6446786472437, 178.26369904597763, 183.01513389316858, 171.61297797702778]","[1, 1, 1, 1, 1]",1
"[117.08724086145237, 115.20492354527457, 115.11365152398955, 99.16361845594777, 109.28653829745153]","[1, 1, 1, 1, 1]",1
"[167.04553390820377, 176.87933166742414, 184.63604835757076, 165.7779253118521, 154.9589375526943]","[1, 1, 1, 1, 1]",1
"[72.97491778620343, 91.9321935459218, 100.47750463724216, 110.06104499378104, 112.69233283833348]","[1, 1, 1, 1, 1]",1
"[158.0460771737396, 157.47241416828163, 149.96065511022, 138.89295838460026, 148.5174325724427]","[1, 1, 1, 1, 1]",1
"[145.85374166710736, 141.26172959449679, 160.89666128932177, 156.30481330396594, 159.84017615892282]","[1, 1, 1, 1, 1]",1
"[166.21418496374474, 165.71594276977763, 149.36429290762823, 166.94164044745523, 186.08993551385396]","[1, 1, 1, 1, 1]",1
"[58.21497275245506, 85.90399561526414, 94.61096134111632, 104.40361488013929, 119.86302182808083]","[1, 1, 1, 1, 1]",1
"[109.56410490151805, 120.44138097984, 125.64848545232977, 141.06503392306985, 128.91253252712778]","[0, 0, 0, 0, 0]",1
"[109.09169061388164, 114.49007204579206, 129.6276042303519, 130.37994060292482, 130.7344502261984]","[0, 0, 0, 0, 0]",1
"[127.29739961889909, 123.75363879360151, 119.44522129833969, 126.05434758888569, 115.13280778357071]","[1, 1, 1, 1, 1]",0
"[20.39514525839308, 51.3833273801685, 87.37470013436386, 102.83600155344956, 108.74010173329475]","[1, 1, 1, 1, 1]",1
"[9.236602974843056, 30.048172010822825, 55.371778989874876, 76.48827760249546, 91.79567728819251]","[1, 1, 1, 1, 1]",1
"[129.36661292268644, 138.44162978666907, 119.18073613942444, 130.91712251327667, 121.99908574711965]","[1, 1, 1, 1, 1]",1
"[71.86520051509413, 90.28408685407828, 109.83105216356165, 94.44454850707477, 100.55751585845803]","[1, 1, 1, 1, 1]",1
"[29.584426045899303, 67.15357408469758, 88.12194279357625, 100.29378435332465, 95.08703848963287]","[1, 1, 1, 1, 1]",0
"[96.64689982317269, 95.64755998168664, 108.08707895502614, 103.03463105303099, 121.60460789233778]","[0, 0, 0, 0, 0]",0
"[5.469126098065735, 70.4917677750478, 90.40758029142263, 101.55000791225092, 110.01247511734275]","[1, 1, 1, 1, 1]",1
"[61.63929654060058, 89.02934949198222, 103.8478442341401, 104.15511469064273, 99.94033341511425]","[0, 0, 0, 0, 0]",0
"[57.287076006848345, 78.796206837321, 95.32611574931687, 103.78398291630988, 121.5252097822929]","[0, 0, 0, 0, 0]",0
"[8.42665455381204, 33.60851141366828, 84.4522486689298, 101.22267828536457, 98.0753991970403]","[0, 0, 0, 0, 0]",0
"[29.990169773147258, 79.85881276294585, 96.17663096002853, 91.86670135938074, 102.27355079992314]","[0, 0, 0, 0, 0]",0
"[39.451802589695475, 89.2466639412745, 102.59470114634709, 98.85369854509716, 98.91699063953065]","[1, 1, 1, 1, 1]",1
"[175.4630247380469, 194.68123664328175, 195.52784593980442, 191.25999868325678, 179.85381156855013]","[0, 0, 0, 0, 0]",0
"[116.5474963124844, 122.9795225257951, 135.11559311632675, 146.4045043672586, 131.28223559907713]","[0, 0, 0, 0, 0]",0
"[124.24434857071682, 105.1342280125621, 107.65672571888992, 105.42331233266975, 110.7552138653104]","[0, 0, 0, 0, 0]",0
"[159.5028126326823, 143.88688192366655, 132.56847390094612, 148.36944049589022, 162.1173415878144]","[1, 1, 1, 1, 1]",1
"[48.13697979460328, 73.85812284445187, 92.54637009403348, 96.56903673310815, 99.93382527392338]","[0, 0, 0, 0, 0]",0
"[75.61180826639036, 94.17827009192143, 98.06280790953372, 104.55644390578209, 110.98021456337358]","[1, 1, 1, 1, 1]",0
"[128.86066628982067, 138.27540047956626, 119.72913581299395, 107.74225259593359, 94.00721652712748]","[0, 0, 0, 0, 0]",0
"[23.914698110585732, 89.49684144060046, 105.84947025693184, 124.00101188588856, 143.7180638972085]","[0, 0, 0, 0, 0]",0
"[163.05325132117082, 164.528568091715, 156.1289464841315, 137.31454333600112, 150.53587090983697]","[0, 0, 0, 0, 0]",1
"[116.97580565104053, 99.54169858658292, 108.33552484962625, 98.59882969512947, 113.22524548657162]","[0, 0, 0, 0, 0]",0
"[81.64354194770553, 93.50731585541193, 108.80181615320097, 108.25477720771829, 110.13638985351825]","[1, 1, 1, 1, 1]",0
"[6.833571997004251, 54.598984956471796, 88.44033533424876, 105.05448211805198, 123.97898934277461]","[0, 0, 0, 0, 0]",0
"[166.97826863852617, 159.78318532351048, 140.87311484994873, 131.20436309899216, 115.96711171171148]","[1, 1, 1, 1, 1]",0
"[184.698241975232, 196.2574658898413, 192.05799680615075, 194.003854539349, 176.88203695089447]","[0, 0, 0, 0, 0]",0
"[78.52088614270272, 98.0781876756173, 98.38877390236057, 100.66952083074221, 97.4391827750311]","[1, 1, 1, 1, 1]",0
"[194.8997636784842, 179.317084401626, 192.75420734148133, 199.25853635792043, 190.6613822995751]","[1, 1, 1, 1, 1]",1
"[43.63707602584408, 82.9109618722912, 102.69836925017617, 117.33012839247593, 100.32449233773364]","[0, 0, 0, 0, 0]",0
"[188.25360223288442, 186.68469271881332, 182.4650420945665, 174.77453293619385, 186.2811989157148]","[0, 0, 0, 0, 0]",1
"[160.00430946997724, 144.3708653937894, 144.9386683524194, 153.04056980018373, 155.624921178953]","[0, 0, 0, 0, 0]",0
"[137.37437254358312, 144.12801567755352, 137.85918089323766, 122.47000969494027, 139.67466936713961]","[0, 0, 0, 0, 0]",1
"[189.90364533950424, 192.7059239722574, 187.9039636949284, 168.95132635499075, 182.27857829310764]","[0, 0, 0, 0, 0]",0
"[186.6558298574475, 190.60909618876863, 175.79464061396743, 186.3897776625734, 193.83402239169996]","[0, 0, 0, 0, 0]",1
"[44.347597838233234, 81.5675457860813, 100.61205961570863, 115.84871106339124, 117.75497904501874]","[0, 0, 0, 0, 0]",0
"[33.57941935380096, 61.08993959719277, 89.22733784031698, 93.89051952761986, 113.11850083633645]","[0, 0, 0, 0, 0]",0
